                 -30		0
              -29.99		0
              -29.98		0
              -29.97		0
              -29.96		0
              -29.95		0
              -29.94		0
              -29.93		0
              -29.92		0
              -29.91		0
               -29.9		0
              -29.89		0
              -29.88		0
              -29.87		0
              -29.86		0
              -29.85		0
              -29.84		0
              -29.83		0
              -29.82		0
              -29.81		0
               -29.8		0
              -29.79		0
              -29.78		0
              -29.77		0
              -29.76		0
              -29.75		0
              -29.74		0
              -29.73		0
              -29.72		0
              -29.71		0
               -29.7		0
              -29.69		0
              -29.68		0
              -29.67		0
              -29.66		0
              -29.65		0
              -29.64		0
              -29.63		0
              -29.62		0
              -29.61		0
               -29.6		0
              -29.59		0
              -29.58		0
              -29.57		0
              -29.56		0
              -29.55		0
              -29.54		0
              -29.53		0
              -29.52		0
              -29.51		0
               -29.5		0
              -29.49		0
              -29.48		0
              -29.47		0
              -29.46		0
              -29.45		0
              -29.44		0
              -29.43		0
              -29.42		0
              -29.41		0
               -29.4		0
              -29.39		0
              -29.38		0
              -29.37		0
              -29.36		0
              -29.35		0
              -29.34		0
              -29.33		0
              -29.32		0
              -29.31		0
               -29.3		0
              -29.29		0
              -29.28		0
              -29.27		0
              -29.26		0
              -29.25		0
              -29.24		0
              -29.23		0
              -29.22		0
              -29.21		0
               -29.2		0
              -29.19		0
              -29.18		0
              -29.17		0
              -29.16		0
              -29.15		0
              -29.14		0
              -29.13		0
              -29.12		0
              -29.11		0
               -29.1		0
              -29.09		0
              -29.08		0
              -29.07		0
              -29.06		0
              -29.05		0
              -29.04		0
              -29.03		0
              -29.02		0
              -29.01		0
                 -29		0
              -28.99		0
              -28.98		0
              -28.97		0
              -28.96		0
              -28.95		0
              -28.94		0
              -28.93		0
              -28.92		0
              -28.91		0
               -28.9		0
              -28.89		0
              -28.88		0
              -28.87		0
              -28.86		0
              -28.85		0
              -28.84		0
              -28.83		0
              -28.82		0
              -28.81		0
               -28.8		0
              -28.79		0
              -28.78		0
              -28.77		0
              -28.76		0
              -28.75		0
              -28.74		0
              -28.73		0
              -28.72		0
              -28.71		0
               -28.7		0
              -28.69		0
              -28.68		0
              -28.67		0
              -28.66		0
              -28.65		0
              -28.64		0
              -28.63		0
              -28.62		0
              -28.61		0
               -28.6		0
              -28.59		0
              -28.58		0
              -28.57		0
              -28.56		0
              -28.55		0
              -28.54		0
              -28.53		0
              -28.52		0
              -28.51		0
               -28.5		0
              -28.49		0
              -28.48		0
              -28.47		0
              -28.46		0
              -28.45		0
              -28.44		0
              -28.43		0
              -28.42		0
              -28.41		0
               -28.4		0
              -28.39		0
              -28.38		0
              -28.37		0
              -28.36		0
              -28.35		0
              -28.34		0
              -28.33		0
